"genesysId","uuid","instCode","acceNumb","genus","species","fullTaxa","orgCty","acqSrc","acqDate","mlsStat","available","historic","storage","sampStat","duplSite","createdBy","createdDate","lastModifiedBy","lastModifiedDate","doi"
"2509120","9c533d3e-ad9f-48be-93c0-e2b3a17127e3","COL003","VNM7","Manihot","esculenta","Manihot esculenta Crantz","VNM","","19960808","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509121","ac988f92-4796-4f43-90fa-c13e3bf1455b","COL003","VNM9","Manihot","esculenta","Manihot esculenta Crantz","VNM","","19960808","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509123","56ec09a8-a0b2-40dd-a5f8-085a01bf671a","COL003","VNM5","Manihot","esculenta","Manihot esculenta Crantz","VNM","","19960808","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509124","7d1d6334-46e6-4180-a843-f2c8e667514f","COL003","VNM4","Manihot","esculenta","Manihot esculenta Crantz","VNM","","19960808","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509127","3ca983d9-59af-4342-86d3-646a2da23a51","COL003","VEN96","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509128","5fd5ef8d-9644-4219-ab74-f8ccb79a0590","COL003","VEN91","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509129","4fe69d5c-d875-4564-8853-56a392124716","COL003","VEN90","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509130","eceb2e89-b117-449e-aba9-fb03386d7df1","COL003","VEN9","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509131","fe06146e-9719-4811-b8b3-9f6551374d53","COL003","VEN86","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509132","66e88e5a-5098-4772-8a8f-ce9af10416bb","COL003","VEN87","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509133","227157da-b695-4779-8f7d-4715ef24e704","COL003","VEN83","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509134","9473d215-a100-4825-8d98-5fb0e71dc341","COL003","VEN85","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509135","8ec59110-204e-45ca-90f9-66f0335497bd","COL003","VEN82","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509136","0a6ec891-3014-424d-aff7-251b8016c3a9","COL003","VEN74","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509137","e5585ac5-f3b5-47e2-913f-6c2d84e06b96","COL003","VEN76","Manihot","esculenta","Manihot esculenta Crantz","VEN","23","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509138","9a76a98f-4498-40d9-852a-619b546e5962","COL003","VEN77","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509139","d964ffac-b0f2-49e4-ae99-43af54eeb2c6","COL003","VEN8","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509140","9e46a42b-4fb3-49c2-878d-6f3a2bc065ea","COL003","VEN80","Manihot","esculenta","Manihot esculenta Crantz","VEN","23","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509141","6dbf8c48-b10f-490a-a830-d9f787db65f3","COL003","VEN81","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509142","82148a06-d8f5-4896-ab5e-cd39484c2927","COL003","VEN70","Manihot","esculenta","Manihot esculenta Crantz","VEN","23","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509143","48dc90de-ba1c-4dc4-8ac8-bef96687e65b","COL003","VEN72","Manihot","esculenta","Manihot esculenta Crantz","VEN","23","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509144","08dbdd74-f5cc-465d-a043-715155b9462b","COL003","VEN73","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509145","2c0120a6-f843-423f-85b4-7473d67a03b9","COL003","VEN7","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509146","e29629e0-c763-49f9-920e-e138340fb4d4","COL003","VEN69","Manihot","esculenta","Manihot esculenta Crantz","VEN","23","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509147","a5f8744c-1852-4495-947c-690a5b6871ea","COL003","VEN68","Manihot","esculenta","Manihot esculenta Crantz","VEN","23","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509148","b0731bc8-243b-4e8d-96d4-d839d9459562","COL003","VEN67B","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509149","e7483ffa-af72-4662-be51-8bf4dcf8d03f","COL003","VEN67A","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509150","377c1e49-a720-420d-b92e-17ac257131af","COL003","VEN65","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509151","c7e31bf5-f045-421c-8f43-b6e187d8df84","COL003","VEN66","Manihot","esculenta","Manihot esculenta Crantz","VEN","23","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509152","0cb2f8ea-ae0e-4c31-9e38-aac80dd7efd1","COL003","VEN63","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509153","f1a7c9a8-bb66-4739-ad79-efc1bfc2d7bd","COL003","VEN61","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509154","8aba6550-b711-442d-a7da-0804fa3c0588","COL003","VEN62","Manihot","esculenta","Manihot esculenta Crantz","BRA","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509155","3aa5f99b-380f-44d3-b4f8-33638b13d87a","COL003","VEN5B","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509156","0a3f28e7-eaff-4dce-9510-60ca50e29aca","COL003","VEN59A","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509157","7152dfe9-405b-4bf3-b580-6217643d53da","COL003","VEN59B","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509158","9c11da43-3f40-4c9c-8164-fdbadf47ee4a","COL003","VEN5A","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509159","d0baf229-64cc-40a3-b863-49af1d7d7650","COL003","VEN57","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509160","bcd02569-3d2d-4769-9cb4-a3c69fd58402","COL003","VEN58","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509161","10f424f2-54cd-4586-b9ba-4d674f88df85","COL003","VEN48","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509162","fa31faf3-2eb8-4f71-b945-2e54e3473a4f","COL003","VEN50","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509163","01823c4a-368d-4589-89e4-099eba409924","COL003","VEN51","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509164","b081c00d-f3a7-4fa8-8567-26d7bef07e8b","COL003","VEN52","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509165","874a8b25-71d4-4484-bb9e-8aee33dc5248","COL003","VEN54","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
"2509166","0d9063d5-f78f-43d4-9fa9-20abbe564a04","COL003","VEN55","Manihot","esculenta","Manihot esculenta Crantz","VEN","","19710128","true","","false","30","300","","","","4","17-Apr-2015 15:19:39",""
